info	fecha_hora
== EJECUCIÓN CONSULTAS 17–41 ==	2025-10-15 12:33:08
titulo
== 17) Contar líneas y unidades por pedido ==
pedido	lineas	unidades
59	Cable HDMI 2.1	11.99
68	Cable HDMI 2.1	11.99
78	Cable HDMI 2.1	11.99
87	Cable HDMI 2.1	11.99
93	Cable HDMI 2.1	11.99
110	Cable HDMI 2.1	11.99
124	Cable HDMI 2.1	11.99
155	Cable HDMI 2.1	11.99
23	Organizador de cables	9.99
29	Organizador de cables	9.99
31	Organizador de cables	9.99
42	Organizador de cables	9.99
54	Organizador de cables	9.99
71	Organizador de cables	9.99
80	Organizador de cables	9.99
106	Organizador de cables	9.99
107	Organizador de cables	9.99
120	Organizador de cables	9.99
122	Organizador de cables	9.99
125	Organizador de cables	9.99
133	Organizador de cables	9.99
143	Organizador de cables	9.99
